step,GS_21441737_queue,GS_21441737_wait_time,GS_25954547_queue,GS_25954547_wait_time,GS_26752062_queue,GS_26752062_wait_time,GS_26753059_queue,GS_26753059_wait_time,GS_659394041_queue,GS_659394041_wait_time,cluster_262476527_26871569_311718989_3836987635_#3more_queue,cluster_262476527_26871569_311718989_3836987635_#3more_wait_time
1098,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1099,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
1100,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0
1101,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0
1102,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.0
1103,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.0
1104,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,9.0
1105,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.0
1106,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.0
1107,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,15.0
1108,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,17.0
1109,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,19.0
1110,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,2,21.0
1111,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,2,23.0
1112,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0
1113,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1114,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1115,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0
1116,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1117,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1118,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0
1119,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,0,0.0
1120,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0
1121,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0
1122,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0
1123,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1124,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1126,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1127,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1128,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1129,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
1130,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0
1131,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0
1132,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0
1133,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.0
1134,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0
1135,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
1136,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0
1137,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.0
1138,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,2,4.0
1139,0,0.0,1,0.0,0,0.0,1,2.0,0,0.0,3,5.0
1140,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,3,7.0
1141,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,3,9.0
1142,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,4,12.0
1143,0,0.0,0,0.0,0,0.0,1,6.0,1,1.0,4,15.0
1144,0,0.0,0,0.0,0,0.0,1,7.0,0,0.0,4,18.0
1145,0,0.0,0,0.0,0,0.0,1,8.0,0,0.0,4,21.0
1146,0,0.0,0,0.0,0,0.0,1,9.0,0,0.0,4,24.0
1147,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,27.0
1148,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,30.0
1149,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,33.0
1150,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,36.0
1151,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,39.0
1152,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,42.0
1153,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,2,27.0
1154,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,1,13.0
1155,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,1,1.0
1156,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,1,2.0
1157,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,1,3.0
1158,0,0.0,0,0.0,0,0.0,1,6.0,0,0.0,1,4.0
1159,0,0.0,0,0.0,0,0.0,1,7.0,0,0.0,1,5.0
1160,1,1.0,0,0.0,0,0.0,1,8.0,0,0.0,1,6.0
1161,1,2.0,0,0.0,0,0.0,1,9.0,1,1.0,1,7.0
1162,1,3.0,0,0.0,0,0.0,1,10.0,1,2.0,1,8.0
1163,1,4.0,0,0.0,0,0.0,0,0.0,1,3.0,1,9.0
1164,1,5.0,0,0.0,0,0.0,0,0.0,1,4.0,1,10.0
1165,1,6.0,0,0.0,0,0.0,0,0.0,1,5.0,1,11.0
1166,1,7.0,0,0.0,0,0.0,0,0.0,1,6.0,1,12.0
1167,1,8.0,0,0.0,0,0.0,0,0.0,1,7.0,1,13.0
1168,1,9.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14.0
1169,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,15.0
1170,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,16.0
1171,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,17.0
1172,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,18.0
1173,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,20.0
1174,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,22.0
1175,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,2,24.0
1176,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,26.0
1177,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,28.0
1178,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.0
1179,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,7.0
1180,0,0.0,0,0.0,1,2.0,0,0.0,0,0.0,2,9.0
1181,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0,2,11.0
1182,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,2,13.0
1183,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,2,15.0
1184,0,0.0,0,0.0,1,6.0,0,0.0,0,0.0,2,17.0
1185,0,0.0,0,0.0,1,7.0,0,0.0,0,0.0,2,19.0
1186,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,21.0
1187,1,2.0,0,0.0,0,0.0,0,0.0,1,0.0,2,23.0
1188,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,3,26.0
1189,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,4,30.0
1190,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,4,34.0
1191,1,6.0,0,0.0,0,0.0,0,0.0,1,1.0,4,38.0
1192,1,7.0,0,0.0,0,0.0,0,0.0,0,0.0,4,42.0
1193,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,46.0
1194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,50.0
1195,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,54.0
1196,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,58.0
1197,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,19.0
1198,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,21.0
1199,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,23.0
1200,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,25.0
1201,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,28.0
1202,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,31.0
1203,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,34.0
1204,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,37.0
1205,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,40.0
1206,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,43.0
1207,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,46.0
1208,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,49.0
1209,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,52.0
1210,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,55.0
1211,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,58.0
1212,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,7,61.0
1213,2,3.0,0,0.0,0,0.0,0,0.0,0,0.0,7,64.0
1214,3,6.0,0,0.0,0,0.0,0,0.0,0,0.0,7,67.0
1215,4,9.0,0,0.0,0,0.0,0,0.0,0,0.0,7,70.0
1216,4,12.0,0,0.0,0,0.0,0,0.0,0,0.0,7,73.0
1217,4,15.0,0,0.0,0,0.0,0,0.0,0,0.0,2,17.0
1218,4,18.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1219,1,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1220,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1221,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1223,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
1224,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0
1225,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0
1226,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0
1227,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0
1228,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.0
1229,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,2,9.0
1230,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.0
1231,1,6.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.0
1232,1,7.0,0,0.0,0,0.0,0,0.0,0,0.0,2,15.0
1233,1,8.0,0,0.0,0,0.0,0,0.0,0,0.0,2,17.0
1234,1,9.0,0,0.0,0,0.0,0,0.0,0,0.0,2,19.0
1235,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,21.0
1236,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,23.0
1237,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,25.0
1238,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,27.0
1239,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,2,29.0
1240,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,31.0
1241,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,33.0
1242,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,35.0
1243,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,37.0
1244,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,39.0
1245,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,41.0
1246,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,43.0
1247,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,45.0
1248,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,47.0
1249,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,49.0
1250,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,51.0
1251,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,53.0
1252,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,55.0
1253,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,57.0
1254,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,2,59.0
1255,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,2,61.0
1256,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,2,63.0
1257,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,2,65.0
1258,0,0.0,0,0.0,0,0.0,2,6.0,0,0.0,2,67.0
1259,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,1,1.0
1260,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,1,2.0
1261,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,1,3.0
1262,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,1,4.0
1263,0,0.0,0,0.0,0,0.0,1,6.0,0,0.0,1,5.0
1264,0,0.0,0,0.0,0,0.0,1,7.0,0,0.0,1,6.0
1265,0,0.0,0,0.0,0,0.0,1,8.0,0,0.0,1,7.0
1266,0,0.0,0,0.0,0,0.0,1,9.0,0,0.0,2,8.0
1267,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,10.0
1268,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,12.0
1269,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,14.0
1270,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,16.0
1271,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,18.0
1272,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,21.0
1273,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,5,24.0
1274,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,28.0
1275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,32.0
1276,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,36.0
1277,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,40.0
1278,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,18.0
1279,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,8.0
1280,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,2,7.0
1281,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,2,8.0
1282,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,2,9.0
1283,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.0
1284,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.0
1285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,12.0
1286,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.0
1287,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.0
1288,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,15.0
1289,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,16.0
1290,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,17.0
1291,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,2,18.0
1292,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,2,19.0
1293,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,2,20.0
1294,0,0.0,0,0.0,1,2.0,0,0.0,0,0.0,2,21.0
1295,0,0.0,0,0.0,1,3.0,0,0.0,0,0.0,2,22.0
1296,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,2,23.0
1297,0,0.0,0,0.0,1,5.0,0,0.0,1,1.0,2,24.0
1298,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,2,25.0
1299,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,2,26.0
1300,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,2,27.0
1301,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,28.0
1302,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1303,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1304,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1305,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1306,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1307,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1308,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1309,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1310,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1311,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1312,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1313,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1314,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1315,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1316,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1317,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0
1318,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0
1319,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0
1320,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0
1321,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0
1322,0,0.0,0,0.0,0,0.0,0,0.0,1,6.0,0,0.0
1323,0,0.0,0,0.0,0,0.0,0,0.0,1,7.0,0,0.0
1324,0,0.0,0,0.0,0,0.0,0,0.0,1,8.0,0,0.0
1325,0,0.0,0,0.0,0,0.0,0,0.0,1,9.0,0,0.0
1326,0,0.0,0,0.0,0,0.0,0,0.0,1,10.0,0,0.0
1327,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
1328,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0
1329,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0
1330,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0
1331,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0
1332,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.0
1333,1,1.0,0,0.0,0,0.0,0,0.0,1,0.0,2,8.0
1334,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.0
1335,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,2,12.0
1336,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,2,14.0
1337,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,2,16.0
1338,1,6.0,0,0.0,0,0.0,0,0.0,1,1.0,2,18.0
1339,1,7.0,0,0.0,0,0.0,0,0.0,1,2.0,2,20.0
1340,1,8.0,0,0.0,0,0.0,0,0.0,1,3.0,2,22.0
1341,1,9.0,0,0.0,0,0.0,0,0.0,1,4.0,3,25.0
1342,1,10.0,0,0.0,0,0.0,0,0.0,2,6.0,3,28.0
1343,1,11.0,0,0.0,0,0.0,0,0.0,1,2.0,4,32.0
1344,1,12.0,0,0.0,0,0.0,0,0.0,1,3.0,4,36.0
1345,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,2,8.0
1346,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,2,5.0
1347,0,0.0,0,0.0,0,0.0,0,0.0,1,6.0,3,7.0
1348,0,0.0,0,0.0,0,0.0,0,0.0,2,8.0,3,9.0
1349,0,0.0,0,0.0,0,0.0,0,0.0,2,10.0,3,11.0
1350,0,0.0,0,0.0,0,0.0,0,0.0,2,12.0,3,13.0
1351,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.0
1352,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,17.0
1353,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,3,19.0
1354,0,0.0,1,2.0,0,0.0,0,0.0,0,0.0,3,21.0
1355,1,1.0,1,3.0,0,0.0,0,0.0,0,0.0,3,23.0
1356,1,2.0,1,4.0,0,0.0,0,0.0,0,0.0,5,26.0
1357,1,3.0,1,5.0,0,0.0,0,0.0,0,0.0,5,29.0
1358,1,4.0,1,6.0,0,0.0,0,0.0,0,0.0,5,32.0
1359,1,5.0,1,7.0,0,0.0,0,0.0,0,0.0,5,35.0
1360,1,6.0,1,8.0,0,0.0,0,0.0,0,0.0,5,38.0
1361,1,7.0,1,9.0,0,0.0,0,0.0,0,0.0,5,41.0
1362,1,8.0,0,0.0,0,0.0,0,0.0,0,0.0,5,44.0
1363,1,9.0,0,0.0,0,0.0,0,0.0,0,0.0,6,47.0
1364,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,6,50.0
1365,1,11.0,0,0.0,0,0.0,0,0.0,0,0.0,6,53.0
1366,1,12.0,0,0.0,0,0.0,0,0.0,0,0.0,6,56.0
1367,1,13.0,0,0.0,0,0.0,0,0.0,0,0.0,6,59.0
1368,1,14.0,0,0.0,0,0.0,0,0.0,0,0.0,7,62.0
1369,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,16.0
1370,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0
1371,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1372,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1373,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0
1374,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,1,2.0
1375,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,1,3.0
1376,0,0.0,0,0.0,0,0.0,1,3.0,0,0.0,1,4.0
1377,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,1,5.0
1378,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,2,7.0
1379,0,0.0,0,0.0,0,0.0,1,6.0,0,0.0,2,9.0
1380,0,0.0,0,0.0,0,0.0,1,7.0,1,1.0,2,11.0
1381,0,0.0,0,0.0,0,0.0,1,8.0,2,3.0,2,13.0
1382,0,0.0,0,0.0,0,0.0,1,9.0,2,5.0,2,15.0
1383,1,1.0,0,0.0,0,0.0,1,10.0,2,7.0,2,17.0
1384,1,2.0,0,0.0,0,0.0,1,11.0,2,9.0,3,20.0
1385,0,0.0,0,0.0,0,0.0,1,12.0,2,11.0,3,23.0
1386,0,0.0,0,0.0,0,0.0,1,13.0,2,13.0,3,26.0
1387,0,0.0,0,0.0,0,0.0,0,0.0,2,15.0,3,29.0
1388,0,0.0,0,0.0,0,0.0,0,0.0,2,17.0,3,32.0
1389,0,0.0,0,0.0,0,0.0,0,0.0,2,19.0,4,35.0
1390,0,0.0,0,0.0,0,0.0,0,0.0,2,21.0,4,39.0
1391,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,10.0
1392,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.0
1393,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0
1394,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0
1395,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6.0
1396,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.0
1397,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,9.0
1398,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,11.0
1399,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.0
1400,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,15.0
1401,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,17.0
1402,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,19.0
1403,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,21.0
1404,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,4,24.0
1405,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,4,27.0
1406,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,5,30.0
1407,2,6.0,0,0.0,0,0.0,0,0.0,0,0.0,5,33.0
1408,2,8.0,0,0.0,0,0.0,1,1.0,0,0.0,5,36.0
1409,3,11.0,0,0.0,0,0.0,1,2.0,0,0.0,6,39.0
1410,4,15.0,0,0.0,0,0.0,1,3.0,0,0.0,6,42.0
1411,4,19.0,0,0.0,0,0.0,0,0.0,0,0.0,7,46.0
1412,4,23.0,0,0.0,0,0.0,0,0.0,0,0.0,7,48.0
1413,3,16.0,0,0.0,0,0.0,0,0.0,1,1.0,4,15.0
1414,2,13.0,0,0.0,0,0.0,0,0.0,1,2.0,2,11.0
1415,1,9.0,0,0.0,0,0.0,0,0.0,0,0.0,2,12.0
1416,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.0
1417,1,11.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.0
1418,1,12.0,0,0.0,0,0.0,0,0.0,0,0.0,3,17.0
1419,1,13.0,0,0.0,0,0.0,0,0.0,0,0.0,3,19.0
1420,1,14.0,0,0.0,0,0.0,0,0.0,0,0.0,3,21.0
1421,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,23.0
1422,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,3,25.0
1423,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,3,27.0
1424,1,3.0,0,0.0,0,0.0,0,0.0,0,0.0,4,30.0
1425,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,4,33.0
1426,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,4,36.0
1427,1,6.0,0,0.0,0,0.0,0,0.0,0,0.0,4,39.0
1428,1,7.0,0,0.0,0,0.0,0,0.0,0,0.0,4,42.0
1429,1,8.0,0,0.0,0,0.0,0,0.0,0,0.0,4,45.0
1430,1,9.0,0,0.0,0,0.0,0,0.0,0,0.0,5,48.0
1431,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,5,51.0
1432,1,11.0,0,0.0,0,0.0,1,1.0,0,0.0,5,54.0
1433,1,12.0,0,0.0,0,0.0,1,2.0,0,0.0,5,57.0
1434,1,13.0,0,0.0,0,0.0,1,3.0,0,0.0,5,60.0
1435,2,15.0,0,0.0,0,0.0,1,4.0,0,0.0,5,63.0
1436,2,17.0,0,0.0,0,0.0,1,5.0,0,0.0,5,66.0
1437,2,19.0,0,0.0,1,1.0,1,6.0,0,0.0,5,69.0
1438,2,21.0,0,0.0,0,0.0,0,0.0,0,0.0,5,72.0
1439,2,6.0,0,0.0,0,0.0,0,0.0,0,0.0,5,75.0
1440,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,6,79.0
1441,2,10.0,0,0.0,0,0.0,0,0.0,0,0.0,7,83.0
1442,2,12.0,0,0.0,0,0.0,0,0.0,0,0.0,7,87.0
1443,2,14.0,0,0.0,0,0.0,0,0.0,0,0.0,9,92.0
1444,2,16.0,0,0.0,0,0.0,0,0.0,0,0.0,9,98.0
1445,2,18.0,0,0.0,0,0.0,0,0.0,0,0.0,10,105.0
1446,2,20.0,0,0.0,0,0.0,0,0.0,0,0.0,10,112.0
1447,1,9.0,0,0.0,0,0.0,0,0.0,0,0.0,6,51.0
1448,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,20.0
1449,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,5,23.0
1450,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,5,26.0
1451,0,0.0,0,0.0,0,0.0,1,2.0,0,0.0,6,30.0
